CSID,Question,Text,Rank
7167710,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
7167710,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7167710,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7167710,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
7167710,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
7167710,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7167760,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7167760,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7167760,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
7167760,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
7167760,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
7167760,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7167765,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7167765,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7167765,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7167765,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7167765,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7167765,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
7167772,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7167772,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7167772,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167772,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
7167772,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
7167772,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7167792,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7167792,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7167792,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7167792,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
7167792,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7167792,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7167800,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7167800,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",2
7167800,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
7167800,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
7167800,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
7167800,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7167836,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7167836,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7167836,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7167836,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
7167836,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7167836,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
7167858,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7167858,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,2
7167858,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7167858,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7167858,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
7167858,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7168008,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
7168008,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
7168008,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7168008,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7168008,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
7168008,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7168029,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7168029,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,2
7168029,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7168029,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7168029,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7168029,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7168093,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7168093,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7168093,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
7168093,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7168093,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
7168093,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7168132,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7168132,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,2
7168132,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
7168132,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7168132,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
7168132,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7168165,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7168165,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
7168165,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7168165,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7168165,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,5
7168165,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
7168166,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7168166,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
7168166,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
7168166,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,4
7168166,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7168166,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7168188,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7168188,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7168188,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
7168188,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,4
7168188,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
7168188,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7168200,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7168200,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7168200,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7168200,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7168200,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7168200,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
7168213,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,1
7168213,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7168213,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7168213,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
7168213,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7168213,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
7168241,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7168241,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",2
7168241,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,3
7168241,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
7168241,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
7168241,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7168246,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7168246,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7168246,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,3
7168246,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
7168246,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7168246,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,6
7168248,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
7168248,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7168248,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7168248,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7168248,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7168248,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7168264,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7168264,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7168264,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,3
7168264,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7168264,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
7168264,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7168281,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7168281,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,2
7168281,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
7168281,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7168281,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7168281,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
7168289,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7168289,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7168289,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7168289,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7168289,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
7168289,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7168322,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7168322,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
7168322,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
7168322,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,4
7168322,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
7168322,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
7168330,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7168330,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7168330,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7168330,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,4
7168330,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
7168330,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7168368,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,1
7168368,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
7168368,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
7168368,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,4
7168368,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
7168368,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
7168388,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7168388,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7168388,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7168388,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
7168388,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
7168388,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7168396,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",1
7168396,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,2
7168396,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
7168396,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7168396,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
7168396,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
7168456,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7168456,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
7168456,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7168456,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
7168456,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7168456,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7168490,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7168490,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
7168490,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7168490,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
7168490,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
7168490,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7168521,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7168521,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
7168521,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),3
7168521,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7168521,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7168521,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
7168544,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7168544,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7168544,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7168544,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7168544,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
7168544,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7168592,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7168592,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
7168592,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7168592,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
7168592,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7168592,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
7169425,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7169425,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7169425,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7169425,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7169425,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
7169425,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7169452,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,1
7169452,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
7169452,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
7169452,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
7169452,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
